test_data/test1.jpg	five women Jit
test_data/test2.jpg	black dog jumps hurdle
test_data/test3.jpg	an Mon Bcue
test_data/test4.jpg	0 { 6 3 5 8 ! J
test_data/test5.jpg	attractive woman in glasses using text
test_data/test6.jpg	8 1 0 Ji
test_data/test7.jpg	white male ex the poo tin
test_data/test8.jpg	three people giving presentation before
test_data/test9.jpg	0 3 8 3 1
test_data/test10.jpg	two girls are sitting outside steps talking
test_data/test11.jpg	manin amilitary
test_data/test12.jpg	the curly man wearing gloves is raking
test_data/test13.jpg	Little GIry Wearing YeLLOU
test_data/test14.jpg	football player scores touchdown
test_data/test15.jpg	Young Girl @Ppeors To
test_data/test16.jpg	three kids playing witha brown pony
test_data/test17.jpg	the man in the fancy
test_data/test18.jpg	6 0 8 882
test_data/test19.jpg	man in blue shirt
test_data/test20.jpg	little at boy swings
test_data/test21.jpg	CHILD Ujith Foce Painted Like Tiger
test_data/test22.jpg	LOH OU14@3m UOQuOm
test_data/test23.jpg	people in race run or
test_data/test24.jpg	Three People Sitting An On
test_data/test25.jpg	0 1 9 1
test_data/test26.jpg	one brownand white Wi th green dog
test_data/test27.jpg	aJian people ride their bikes SEZZZA
test_data/test28.jpg	Lerge CrouD (S Lined Sez
test_data/test29.jpg	Little girl hangs her
test_data/test30.jpg	Young Boy stonDS BEHIOD
test_data/test31.jpg	8 2 3 3
test_data/test32.jpg	lere IJ a picture 0f young people
test_data/test33.jpg	woman with ablack long
test_data/test34.jpg	an energetic indoors in glasses boy
test_data/test35.jpg	clown who is looking very
test_data/test36.jpg	little  wearing 'Junglasses and pointing boy
test_data/test37.jpg	1 4 F
test_data/test38.jpg	girl soccer team green uniforms huddl
test_data/test39.jpg	4 3 0 8 QuTS BANK
test_data/test40.jpg	5 IL 0 4 8
test_data/test41.jpg	child red 'weaning
test_data/test42.jpg	football coach is speaking  to
test_data/test43.jpg	the back of Woman
test_data/test44.jpg	8 1 1 8
test_data/test45.jpg	3 0 # 7 8 7 ;
test_data/test46.jpg	younger boy at "qqua Tornhs
test_data/test47.jpg	someone walks past an open 1 1 1 1
test_data/test48.jpg	four hunks meat On a 1 1 1
test_data/test49.jpg	man in heavy makeup
test_data/test50.jpg	lacrojje players one in a
test_data/test51.jpg	3 88 { g 8
test_data/test52.jpg	6 5 ' 2 8
